candidate,r1_active_percent,r1_count,r1_transfer
Eugene Chi-ching Wong,13.777,3569.0,
Brian Murphy 0'flynn,17.773,4604.0,
Sal Busalacchi,6.003,1555.0,
Arron Peskin,62.447,16177.0,
exhaust,0.0,74.0,
colsum,100.0,25979.0,
