candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer
KALE R. SEVERSON,6.288,220.0,1.0,6.329,221.0,-221.0,0.0,0.0,0.0,0.0,0.0,
BLONG YANG,42.155,1475.0,1.0,42.268,1476.0,72.0,45.118,1548.0,294.0,56.922,1842.0,
writeIns,0.286,10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BRETT BUCKNER,21.32,746.0,1.0,21.392,747.0,49.0,23.2,796.0,-796.0,0.0,0.0,
IAN ALEXANDER,29.951,1048.0,0.0,30.011,1048.0,39.0,31.682,1087.0,307.0,43.078,1394.0,
exhaust,0.0,0.0,7.0,0.0,7.0,61.0,0.0,68.0,195.0,0.0,263.0,
colsum,100.0,3499.0,0.0,100.0,3499.0,0.0,100.0,3499.0,0.0,100.0,3499.0,
