candidate,r1_percent,r1_count,r1_transfer
Mike Wendorf,26.161,1239.0,
writeIns,1.415,67.0,
Scott Vreeland,72.424,3430.0,
exhaust,0.0,0.0,
colsum,100.0,4736.0,
