candidate,r1_active_percent,r1_count,r1_transfer
ADOLFO CABRAL,12.681,736.0,
DARRYL MOORE,58.701,3407.0,
writeIns,0.517,30.0,
DENISHA DELANE,28.101,1631.0,
exhaust,0.0,15.0,
colsum,100.0,5819.0,
