candidate,r1_active_percent,r1_count,r1_transfer
LAWRENCE ''STARK'' DAGESSE,8.566,3598.0,
RAFAEL MANDELMAN,91.434,38406.0,
exhaust,0.0,38.0,
colsum,100.0,42042.0,
