candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer,r5_active_percent,r5_count,r5_transfer,r6_active_percent,r6_count,r6_transfer
MATT HUMMEL,4.528,1142.0,66.0,4.828,1208.0,65.0,5.14,1273.0,-1273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NAYELI MAXSON,16.202,4086.0,113.0,16.781,4199.0,96.0,17.341,4295.0,157.0,18.202,4452.0,542.0,21.437,4994.0,-4994.0,0.0,0.0,
PAM HARRIS,27.063,6825.0,95.0,27.655,6920.0,347.0,29.34,7267.0,421.0,31.432,7688.0,603.0,35.59,8291.0,1669.0,45.907,9960.0,
JOSEPH E. SIMMONS,3.704,934.0,45.0,3.912,979.0,-979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JOSEPH TANIOS,2.772,699.0,-699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SHENG THAO,34.696,8750.0,105.0,35.387,8855.0,144.0,36.333,8999.0,191.0,37.573,9190.0,821.0,42.973,10011.0,1725.0,54.093,11736.0,
CHARLIE MICHELSON,11.035,2783.0,79.0,11.437,2862.0,72.0,11.846,2934.0,195.0,12.793,3129.0,-3129.0,0.0,0.0,0.0,0.0,0.0,
exhaust,0.0,98.0,196.0,0.0,294.0,255.0,0.0,549.0,309.0,0.0,858.0,1163.0,0.0,2021.0,1600.0,0.0,3621.0,
colsum,100.0,25317.0,0.0,99.99999999999999,25317.0,0.0,100.0,25317.0,0.0,100.0,25317.0,0.0,100.0,25317.0,0.0,100.0,25317.0,
