candidate,r1_active_percent,r1_count,r1_transfer
writeIns,1.415,67.0,
Scott Vreeland,72.424,3430.0,
Mike Wendorf,26.161,1239.0,
exhaust,0.0,0.0,
colsum,100.00000000000001,4736.0,
