candidate,r1_active_percent,r1_count,r1_transfer
RON DUDUM,35.144,10346.0,
DAVE FERGUSON,12.348,3635.0,
writeIns,0.18,53.0,
CARMEN CHU,52.329,15405.0,
exhaust,0.0,83.0,
colsum,100.001,29522.0,
