candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer
RAFAEL MANDELMAN,35.574,12433.0,1.0,35.603,12434.0,215.0,36.893,12649.0,2038.0,44.606,14687.0,
SCOTT WIENER,42.383,14813.0,2.0,42.421,14815.0,604.0,44.972,15419.0,2820.0,55.394,18239.0,
BILL HEMENGER,5.156,1802.0,0.0,5.16,1802.0,-1802.0,0.0,0.0,0.0,0.0,0.0,
writeIns,0.086,30.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
REBECCA PROZAN,16.801,5872.0,1.0,16.817,5873.0,345.0,18.136,6218.0,-6218.0,0.0,0.0,
exhaust,0.0,79.0,26.0,0.0,105.0,638.0,0.0,743.0,1360.0,0.0,2103.0,
colsum,100.0,35029.0,0.0,100.001,35029.0,0.0,100.001,35029.0,0.0,100.0,35029.0,
