candidate,r1_active_percent,r1_count,r1_transfer
Diane Hofstede,65.932,1465.0,
Raymond Wilson Rolfe,1.755,39.0,
Jeffery Cobia,10.891,242.0,
writeIns,5.761,128.0,
Allen Kathir,15.662,348.0,
exhaust,0.0,0.0,
colsum,100.001,2222.0,
