candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer,r4_percent,r4_count,r4_transfer,r5_percent,r5_count,r5_transfer
C05,0.583,57.0,-57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02,26.682,2609.0,9,26.788,2618.0,19,27.005,2637.0,38,27.492,2675.0,-2675,0.0,0.0,0.0
C06,0.798,78.0,0,0.798,78.0,-78,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
C01,1.217,119.0,9,1.31,128.0,8,1.393,136.0,-136,0.0,0.0,0,0.0,0.0,0.0
C03,38.955,3809.0,18,39.159,3827.0,30,39.498,3857.0,41,40.062,3898.0,863,54.436,4761.0,2675
C04,31.765,3106.0,16,31.945,3122.0,13,32.104,3135.0,22,32.446,3157.0,828,45.564,3985.0,-3985
exhaust,0.0,0.0,5,0.0,5.0,8,0.0,13.0,35,0.0,48.0,984,0.0,1032.0,1310
colsum,99.99999999999999,9778.0,0,100.0,9778.0,0.0,100.0,9778.0,0.0,100.0,9778.0,0.0,100.0,9778.0,0.0
