candidate,r1_percent,r1_count,r1_transfer
Jono Cowgill,50.278,6794.0,11
Tom Nordyke,48.953,6615.0,5
writeIns,0.77,104.0,-104
exhaust,0.0,0.0,88
colsum,100.00099999999999,13513.0,0
