candidate,r1_percent,r1_count,r1_transfer
Laura Jean,11.969,231.0,0.0
Michael Tupper,15.13,292.0,1
M. Cali,8.187,158.0,0
Andy Exley,8.549,165.0,0
writeIns,0.207,4.0,-4
Robert Lilligren,52.85,1020.0,1
Bruce Lundeen,3.109,60.0,0
exhaust,0.0,0.0,2
colsum,100.00099999999999,1930.0,0.0
