candidate,r1_percent,r1_count,r1_transfer
writeIns,0.729,32.0,
Lisa Goodman,68.238,2997.0,
Jeffrey Alan Wagner,7.309,321.0,
Michael J. Katch,23.725,1042.0,
exhaust,0.0,0.0,
colsum,100.001,4392.0,
