candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer,r4_percent,r4_count,r4_transfer
ANDREW PARK,19.181,2600.0,53,19.664,2653.0,346,22.602,2999.0,-2999,0.0,0.0,0.0
KEVIN BLACKBURN,9.583,1299.0,55,10.036,1354.0,-1354,0.0,0.0,0,0.0,0.0,0.0
KEN MAXEY,2.294,311.0,-311,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
ABEL GUILLEN,36.046,4886.0,67,36.711,4953.0,354,39.995,5307.0,1240,53.025,6547.0,2324
DANA KING,32.896,4459.0,73,33.59,4532.0,431,37.403,4963.0,837,46.975,5800.0,-5800
exhaust,0.0,0.0,63,0.0,63.0,223,0.0,286.0,922,0.0,1208.0,3476
colsum,100.0,13555.0,0,100.001,13555.0,0,100.0,13555.0,0,100.0,13555.0,0.0
