candidate,r1_active_percent,r1_count,r1_transfer
Michael Guest,42.804,2183.0,
Jon Olson,56.353,2874.0,
writeIns,0.843,43.0,
exhaust,0.0,0.0,
colsum,100.00000000000001,5100.0,
