candidate,r1_active_percent,r1_count,r1_transfer
RAFAEL MANDELMAN,60.117,19996.0,
JEFF SHEEHY,38.089,12669.0,
LAWRENCE ''STARK'' DAGESSE,1.795,597.0,
exhaust,0.0,25.0,
colsum,100.00099999999999,33287.0,
