candidate,r1_active_percent,r1_count,r1_transfer
writeIns,0.267,8.0,
Khalif Jama,2.771,83.0,
Dave Bicking,27.245,816.0,
Todd J. Eberhardy,9.015,270.0,
Gary Schiff,60.701,1818.0,
exhaust,0.0,0.0,
colsum,99.999,2995.0,
