candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer
writeIns,0.229,20.0,-20.0,0.0,0.0,0.0,0.0,0.0,
Kevin Reich,45.97,4015.0,4.0,46.068,4019.0,277.0,51.094,4296.0,
Jillia Pessenda,44.035,3846.0,4.0,44.131,3850.0,262.0,48.906,4112.0,
John Hayden,9.766,853.0,2.0,9.801,855.0,-855.0,0.0,0.0,
exhaust,0.0,0.0,10.0,0.0,10.0,316.0,0.0,326.0,
colsum,100.0,8734.0,0.0,100.0,8734.0,0.0,100.0,8734.0,
