candidate,r1_active_percent,r1_count,r1_transfer
GARY D. YEE,68.658,13043.0,
BENJAMIN VISNICK,30.521,5798.0,
writeIns,0.821,156.0,
exhaust,0.0,16.0,
colsum,100.0,19013.0,
