candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer,r4_percent,r4_count,r4_transfer,r5_percent,r5_count,r5_transfer,r6_percent,r6_count,r6_transfer
Terry Lee,19.157,50278.0,31,19.236,50309.0,3387,20.894,53696.0,4827,23.524,58523.0,11686,31.018,70209.0,-70209,0.0,0.0,
Beverly Davidson,10.417,27340.0,24,10.463,27364.0,1884,11.381,29248.0,-29248,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
writeIns,0.4,1051.0,-1051,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
Jan Shabro,19.06,50023.0,13,19.132,50036.0,3544,20.849,53580.0,4667,23.414,58247.0,-58247,0.0,0.0,0,0.0,0.0,
Dale Washam,25.024,65676.0,30,25.123,65706.0,2631,26.591,68337.0,3661,28.941,71998.0,10492,36.444,82490.0,15876,51.927,98366.0,
Bernardo Tuma,6.937,18205.0,16,6.967,18221.0,-18221,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
Barbara Gelman,19.003,49874.0,23,19.079,49897.0,2234,20.285,52131.0,7876,24.121,60007.0,13640,32.537,73647.0,17420,48.073,91067.0,
exhaust,0.0,0.0,914,0.0,914.0,4541,0.0,5455.0,8217,0.0,13672.0,22429,0.0,36101.0,36913,0.0,73014.0,
colsum,99.99799999999999,262447.0,0,100.0,262447.0,0,100.0,262447.0,0,100.0,262447.0,0,99.999,262447.0,0,100.0,262447.0,
