candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer
Elizabeth Warren,7.842,11518.0,416.0,8.138,11934.0,500.0,8.654,12434.0,-12434.0,0.0,0.0,
Joseph R. Biden,70.012,102829.0,336.0,70.352,103165.0,757.0,72.331,103922.0,6119.0,76.853,110041.0,
Uncommitted,2.973,4367.0,269.0,3.161,4636.0,-4636.0,0.0,0.0,0.0,0.0,0.0,
Bernie Sanders,18.08,26555.0,352.0,18.349,26907.0,413.0,19.015,27320.0,5822.0,23.147,33142.0,
Tulsi Gabbard,1.092,1604.0,-1604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
exhaust,0.0,255.0,231.0,0.0,486.0,2966.0,0.0,3452.0,493.0,0.0,3945.0,
colsum,99.999,147128.0,0.0,100.00000000000001,147128.0,0.0,100.0,147128.0,0.0,100.0,147128.0,
