candidate,r1_active_percent,r1_count,r1_transfer
Andrea Fahrenkrug,16.572,2691.0,
writeIns,0.56,91.0,
Steffanie Musich,58.295,9466.0,
Bill Shroyer,24.572,3990.0,
exhaust,0.0,2.0,
colsum,99.999,16240.0,
