candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer
GEORGE GASCÓN,41.548,76236.0,1328.0,42.664,77564.0,6247.0,47.677,83811.0,16434.0,62.264,100245.0,
VU VUONG TRINH,3.595,6596.0,-6596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SHARMIN BOCK,20.713,38005.0,1708.0,21.844,39713.0,4598.0,25.207,44311.0,-44311.0,0.0,0.0,
DAVID ONEK,23.652,43398.0,1176.0,24.518,44574.0,3094.0,27.116,47668.0,13088.0,37.736,60756.0,
BILL FAZIO,10.492,19252.0,698.0,10.974,19950.0,-19950.0,0.0,0.0,0.0,0.0,0.0,
exhaust,0.0,559.0,1686.0,0.0,2245.0,6011.0,0.0,8256.0,14789.0,0.0,23045.0,
colsum,100.0,184046.0,0.0,100.00000000000001,184046.0,0.0,100.0,184046.0,0.0,100.0,184046.0,
