candidate,r1_percent,r1_count,r1_transfer
writeIns,0.75,67.0,
Mike Talley Tate,42.288,3778.0,
Kale Severson,56.962,5089.0,
exhaust,0.0,0.0,
colsum,100.0,8934.0,
