candidate,r1_percent,r1_count,r1_transfer
LARRY E. REID,53.791,8464.0,944
NEHANDA IMARA,21.125,3324.0,-3324
MARCIE HODGE,25.084,3947.0,1444
exhaust,0.0,0.0,936
colsum,100.0,15735.0,0
