candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer
Chris Meyer,44.452,6358.0,3,44.701,6361.0,849,55.287,7210.0,
Mohamed Issa Barre,19.527,2793.0,2,19.642,2795.0,-2795,0.0,0.0,
writeIns,0.573,82.0,-82,0.0,0.0,0,0.0,0.0,
Billy Menz,35.447,5070.0,4,35.657,5074.0,757,44.713,5831.0,
exhaust,0.0,0.0,73,0.0,73.0,1189,0.0,1262.0,
colsum,99.999,14303.0,0,100.0,14303.0,0,100.0,14303.0,
