candidate,r1_percent,r1_count,r1_transfer
ALEJANDRO SOTO-VIGIL,40.798,2270.0,
LINDA MAIO,54.601,3038.0,
MERRILIE MITCHELL,4.601,256.0,
exhaust,0.0,0.0,
colsum,100.0,5564.0,
