candidate,r1_percent,r1_count,r1_transfer
Bevan Dufty,65.975,20924.0,0.0
writeIns,0.009,3.0,-3
Starchild,4.846,1537.0,0
Alix Amelia Rosenthal,29.169,9251.0,1
exhaust,0.0,0.0,2
colsum,99.999,31715.0,0.0
