candidate,r1_percent,r1_count,r1_transfer
Dwayne Jusino,12.03,1723.0,
Rodney Hampton Jr.,8.351,1196.0,
Marie L. Harrison,8.141,1166.0,
Charlie Walker,3.358,481.0,
Sala Chandler,1.927,276.0,
Espanola Jackson,10.355,1483.0,
Sophie Maxwell,55.837,7997.0,
exhaust,0.0,0.0,
colsum,99.99900000000001,14322.0,
