candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer,r5_active_percent,r5_count,r5_transfer,r6_active_percent,r6_count,r6_transfer
TONY KELLY,24.485,5679.0,8.0,24.528,5687.0,132.0,25.255,5819.0,273.0,26.771,6092.0,448.0,29.302,6540.0,1084.0,36.925,7624.0,
GLORIA BERRY,4.165,966.0,0.0,4.166,966.0,218.0,5.139,1184.0,-1184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
writeIns,0.134,31.0,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ASALE CHANDLER,3.458,802.0,1.0,3.463,803.0,-803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SHAMANN WALTON,41.325,9585.0,6.0,41.365,9591.0,113.0,42.116,9704.0,241.0,43.703,9945.0,447.0,46.561,10392.0,2631.0,63.075,13023.0,
THEO ELLINGTON,20.781,4820.0,5.0,20.81,4825.0,93.0,21.345,4918.0,225.0,22.601,5143.0,244.0,24.136,5387.0,-5387.0,0.0,0.0,
UZURI PEASE-GREENE,5.652,1311.0,3.0,5.667,1314.0,102.0,6.146,1416.0,160.0,6.926,1576.0,-1576.0,0.0,0.0,0.0,0.0,0.0,
exhaust,0.0,156.0,8.0,0.0,164.0,145.0,0.0,309.0,285.0,0.0,594.0,437.0,0.0,1031.0,1672.0,0.0,2703.0,
colsum,100.00000000000001,23350.0,0.0,99.999,23350.0,0.0,100.00099999999999,23350.0,0.0,100.001,23350.0,0.0,99.999,23350.0,0.0,100.0,23350.0,
