candidate,r1_percent,r1_count,r1_transfer
Allen A. Aigbogun,15.173,408.0,1
writeIns,0.781,21.0,-21
Cam Gordon,84.046,2260.0,7
exhaust,0.0,0.0,13
colsum,100.0,2689.0,0
