candidate,r1_percent,r1_count,r1_transfer
writeIns,0.658,85.0,
DESLEY BROOKS,64.147,8282.0,
NANCY SIDEBOTHAM,13.763,1777.0,
JOSE DORADO,21.431,2767.0,
exhaust,0.0,0.0,
colsum,99.99900000000001,12911.0,
