candidate,r1_percent,r1_count,r1_transfer
RUSS TILLEMAN,2.796,183.0,
LORI DROSTE,56.18,3677.0,
MARY KAY LACEY,30.405,1990.0,
ALFRED TWU,10.619,695.0,
exhaust,0.0,0.0,
colsum,100.0,6545.0,
