candidate,r1_percent,r1_count,r1_transfer
BILLY BOB WHITMER,9.607,2994.0,
JULIAN P. LAGOS,18.784,5854.0,
SEAN R. ELSBERND,70.929,22105.0,
writeIns,0.68,212.0,
exhaust,0.0,0.0,
colsum,100.0,31165.0,
