candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer
writeIns,0.837,213.0,-213.0,0.0,0.0,0.0,0.0,0.0,
MORGAN MACK-ROSE,38.001,9666.0,22.0,38.344,9688.0,2183.0,49.611,11871.0,
URSULA REED,42.2,10734.0,10.0,42.524,10744.0,1313.0,50.389,12057.0,
DAN DILLMAN,18.961,4823.0,11.0,19.132,4834.0,-4834.0,0.0,0.0,
exhaust,0.0,0.0,170.0,0.0,170.0,1338.0,0.0,1508.0,
colsum,99.99900000000001,25436.0,0.0,100.0,25436.0,0.0,100.0,25436.0,
