candidate,r1_percent,r1_count,r1_transfer
writeIns,0.543,25.0,
GORDON WOZNIAK,60.987,2806.0,
STEWART JONES,19.322,889.0,
JACQUELYN McCORMICK,19.148,881.0,
exhaust,0.0,0.0,
colsum,100.0,4601.0,
