candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer,r4_percent,r4_count,r4_transfer
KIM ALVARENGA,34.161,8670.0,291,35.541,8961.0,795,39.477,9756.0,1053,49.063,10809.0,
BERTA HERNANDEZ,6.332,1607.0,-1607,0.0,0.0,0,0.0,0.0,0,0.0,0.0,
AHSHA SAFAI,37.297,9466.0,231,38.46,9697.0,555,41.484,10252.0,970,50.937,11222.0,
FRANCISCO HERRERA,10.315,2618.0,440,12.129,3058.0,-3058,0.0,0.0,0,0.0,0.0,
MAGDALENA DE GUZMAN,11.895,3019.0,478,13.87,3497.0,1208,19.039,4705.0,-4705,0.0,0.0,
exhaust,0.0,0.0,167,0.0,167.0,500,0.0,667.0,2682,0.0,3349.0,
colsum,99.99999999999999,25380.0,0,100.00000000000001,25380.0,0,100.0,25380.0,0,100.0,25380.0,
