candidate,r1_percent,r1_count,r1_transfer
writeIns,0.525,25.0,
JESSE ARREGUIN,53.457,2544.0,
JIM NOVOSEL,31.435,1496.0,
ERIC PANZER,3.908,186.0,
BERNT RAINER WAHL,10.675,508.0,
exhaust,0.0,0.0,
colsum,100.0,4759.0,
