candidate,r1_percent,r1_count,r1_transfer
Liz Wielinski,74.204,4335.0,4
writeIns,0.565,33.0,-33
John Malone,9.671,565.0,1
Bernie Kunza,15.56,909.0,1
exhaust,0.0,0.0,27
colsum,100.0,5842.0,0
