candidate,r1_percent,r1_count,r1_transfer
writeIns,5.761,128.0,
Jeffery Cobia,10.891,242.0,
Michael J. Katch,15.662,348.0,
Raymond Wilson Rolfe,1.755,39.0,
Diane Hofstede,65.932,1465.0,
exhaust,0.0,0.0,
colsum,100.001,2222.0,
