candidate,r1_active_percent,r1_count,r1_transfer
Rick L. Nyhlen,18.652,880.0,
Sandy Colvin Roy,64.328,3035.0,
Charley Underwood,14.053,663.0,
Brent Perry,2.755,130.0,
writeIns,0.212,10.0,
exhaust,0.0,0.0,
colsum,100.0,4718.0,
