candidate,r1_active_percent,r1_count,r1_transfer
SUSAN WENGRAF,58.403,4358.0,
ISABELLE GASTON,12.45,929.0,
FRED DODSWORTH,29.148,2175.0,
exhaust,0.0,5.0,
colsum,100.00099999999999,7467.0,
