candidate,r1_percent,r1_count,r1_transfer
Jeanine Estime,15.181,470.0,0.0
Elizabeth Glidden,73.999,2291.0,0.0
writeIns,0.097,3.0,-3
Michael J. Cavlan,1.389,43.0,0
Gregory McDonald,3.714,115.0,0
David Regan,5.62,174.0,0
exhaust,0.0,0.0,3
colsum,99.99999999999999,3096.0,0.0
