candidate,r1_active_percent,r1_count,r1_transfer
David Schorn,9.334,709.0,
Saralyn Romanishan,20.563,1562.0,
Lisa Bender,64.323,4886.0,
Bruce Lundeen,5.516,419.0,
writeIns,0.263,20.0,
exhaust,0.0,0.0,
colsum,99.99900000000001,7596.0,
