candidate,r1_percent,r1_count,r1_transfer
writeIns,0.524,21.0,
David A. Alvarado,17.556,704.0,
Gregg A Iverson,18.304,734.0,
John Quincy,63.616,2551.0,
exhaust,0.0,0.0,
colsum,100.0,4010.0,
