candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer,r5_active_percent,r5_count,r5_transfer,r6_active_percent,r6_count,r6_transfer
TAY GUDMUNDSON,3.214,35.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KEITH KUDER,9.183,100.0,2.0,9.375,102.0,18.0,11.08,120.0,8.0,11.885,128.0,-128.0,0.0,0.0,0.0,0.0,0.0,
CRISTY WELSH,31.772,346.0,15.0,33.18,361.0,31.0,36.196,392.0,56.0,41.597,448.0,48.0,46.97,496.0,91.0,56.172,587.0,
HECTOR RAFAEL HERNANDEZ,8.081,88.0,2.0,8.272,90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
G. TYCE FLAKE,25.069,273.0,5.0,25.551,278.0,9.0,26.5,287.0,42.0,30.548,329.0,32.0,34.186,361.0,97.0,43.828,458.0,
ANTHONY JENKINS,8.54,93.0,8.0,9.283,101.0,15.0,10.711,116.0,-116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DAVID LAURET,14.141,154.0,2.0,14.338,156.0,12.0,15.512,168.0,4.0,15.97,172.0,27.0,18.845,199.0,-199.0,0.0,0.0,
exhaust,0.0,0.0,1.0,0.0,1.0,5.0,0.0,6.0,6.0,0.0,12.0,21.0,0.0,33.0,11.0,0.0,44.0,
colsum,100.00000000000001,1089.0,0.0,99.999,1089.0,0.0,99.999,1089.0,0.0,100.0,1089.0,0.0,100.001,1089.0,0.0,100.0,1089.0,
