candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer,r4_percent,r4_count,r4_transfer
NOEL GALLO,41.029,4633.0,6,41.254,4639.0,208,43.86,4847.0,869,54.646,5716.0,1967
DAWN MCMAHAN,18.234,2059.0,8,18.382,2067.0,172,20.261,2239.0,-2239,0.0,0.0,0
ARACELY ''SHELLY'' GARZA,6.66,752.0,2,6.705,754.0,-754,0.0,0.0,0,0.0,0.0,0
writeIns,0.646,73.0,-73,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
MARIO JUAREZ,33.431,3775.0,10,33.659,3785.0,180,35.879,3965.0,779,45.354,4744.0,-4744
exhaust,0.0,0.0,47,0.0,47.0,194,0.0,241.0,591,0.0,832.0,2777
colsum,100.0,11292.0,0,100.0,11292.0,0,100.0,11292.0,0,100.0,11292.0,0
