candidate,r1_percent,r1_count,r1_transfer
PAULINE RUSSO CUTTER,53.144,10784.0,
writeIns,1.069,217.0,
CORINA N. LOPEZ,45.787,9291.0,
exhaust,0.0,0.0,
colsum,100.0,20292.0,
