candidate,r1_active_percent,r1_count,r1_transfer
CORINA LOPEZ,53.841,7906.0,
LEAH HALL,23.74,3486.0,
MIA OUSLEY,22.419,3292.0,
exhaust,0.0,35.0,
colsum,100.0,14719.0,
