candidate,r1_percent,r1_count,r1_transfer
writeIns,0.333,19.0,
JASPER KINGETER,22.421,1278.0,
MERRILIE MITCHELL,8.351,476.0,
ANTHONY Di DONATO,3.368,192.0,
LINDA MAIO,65.526,3735.0,
exhaust,0.0,0.0,
colsum,99.999,5700.0,
