candidate,r1_active_percent,r1_count,r1_transfer
MERRILIE MITCHELL,4.601,256.0,
LINDA MAIO,54.601,3038.0,
ALEJANDRO SOTO-VIGIL,40.798,2270.0,
exhaust,0.0,15.0,
colsum,100.0,5579.0,
