candidate,r1_percent,r1_count,r1_transfer
writeIns,0.18,6.0,
Meg Tuthill,72.244,2405.0,
Matthew Dowgwillo,8.771,292.0,
David A. Alvarado,8.621,287.0,
Kim Vlaisavljevich,10.183,339.0,
exhaust,0.0,0.0,
colsum,99.999,3329.0,
