candidate,r1_active_percent,r1_count,r1_transfer
PHOEBE SORGEN,4.885,292.0,
writeIns,1.405,84.0,
SUSAN WENGRAF,93.709,5601.0,
exhaust,0.0,9.0,
colsum,99.99900000000001,5986.0,
