candidate,r1_percent,r1_count,r1_transfer
ROSS MIRKARIMI,33.066,61446.0,
VICKI HENNESSY,60.996,113349.0,
JOHN ROBINSON,5.939,11036.0,
exhaust,0.0,0.0,
colsum,100.001,185831.0,
