candidate,r1_percent,r1_count,r1_transfer
PAULINE RUSSO CUTTER,51.782,13355.0,483
DAN DILLMAN,7.072,1824.0,-1824
BENNY LEE,27.316,7045.0,493
JEROMEY SHAFER,13.83,3567.0,437
exhaust,0.0,0.0,411
colsum,100.0,25791.0,0
