candidate,r1_active_percent,r1_count,r1_transfer
DESLEY BROOKS,64.147,8282.0,
writeIns,0.658,85.0,
JOSE DORADO,21.431,2767.0,
NANCY SIDEBOTHAM,13.763,1777.0,
exhaust,0.0,12.0,
colsum,99.99900000000001,12923.0,
