candidate,r1_active_percent,r1_count,r1_transfer
writeIns,0.71,107.0,
BEVERLY WILLIAMS,9.95,1499.0,
SHERYL WALTON,31.424,4734.0,
LARRY E. REID,57.916,8725.0,
exhaust,0.0,39.0,
colsum,100.0,15104.0,
