candidate,r1_percent,r1_count,r1_transfer
JAMES HARRIS,56.614,7986.0,22
writeIns,1.092,154.0,-154
ALICE A. SPEARMAN,42.294,5966.0,11
exhaust,0.0,0.0,121
colsum,100.0,14106.0,0
