candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer
VALLIE BROWN,47.341,11208.0,51,47.702,11259.0,279,49.602,11538.0,-11538
RYAN LAM,4.013,950.0,85,4.385,1035.0,-1035,0.0,0.0,0
writeIns,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
DEAN PRESTON,47.472,11239.0,70,47.913,11309.0,414,50.398,11723.0,5198
NOMVULA O'MEARA,1.174,278.0,-278,0.0,0.0,0,0.0,0.0,0
exhaust,0.0,0.0,72,0.0,72.0,342,0.0,414.0,6340
colsum,100.0,23675.0,0,100.0,23675.0,0,100.0,23675.0,0
