candidate,r1_percent,r1_count,r1_transfer
writeIns,1.118,265.0,
JIM PROLA,54.323,12873.0,
HERMY B. ALMONTE,44.558,10559.0,
exhaust,0.0,0.0,
colsum,99.999,23697.0,
