candidate,r1_percent,r1_count,r1_transfer
writeIns,0.344,35.0,
Harrison Bullard,3.103,316.0,
Andrew Johnson,87.147,8875.0,
Will Jaeger,9.407,958.0,
exhaust,0.0,0.0,
colsum,100.001,10184.0,
