candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer,r4_percent,r4_count,r4_transfer
NATASHA MIDDLETON,12.143,2167.0,334,14.291,2501.0,-2501,0.0,0.0,0.0,0.0,0.0,0.0
DESLEY BROOKS,24.819,4429.0,148,26.154,4577.0,237,28.083,4814.0,669,35.741,5483.0,-5483
MYA WHITAKER,14.01,2500.0,383,16.474,2883.0,1025,22.798,3908.0,-3908,0.0,0.0,0
MARLO RODRIGUEZ,8.916,1591.0,-1591,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
LOREN TAYLOR,40.112,7158.0,381,43.08,7539.0,881,49.119,8420.0,1438,64.259,9858.0,1730
exhaust,0.0,0.0,345,0.0,345.0,358,0.0,703.0,1801,0.0,2504.0,3753
colsum,100.0,17845.0,0,99.999,17845.0,0,100.0,17845.0,0.0,100.0,17845.0,0.0
