candidate,r1_active_percent,r1_count,r1_transfer
JOHN ROBINSON,5.939,11036.0,
ROSS MIRKARIMI,33.066,61446.0,
VICKI HENNESSY,60.996,113349.0,
exhaust,0.0,237.0,
colsum,100.001,186068.0,
